url,tencentOcrResult
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/DA8D33F51CB1CABDA766E6DDD7562F35, 照片中未检测到文本
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/9539F2C09A6A0C356380BC64CD120D81, 即刻
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/F2E628D0C924B67A1C6707EAFC454EF0, 物体
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/01C2A368FA3DF428E09D96E8396BE910, OCR识别失败
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/EAF29F38F993560FFE3F63D5B61DB974, 支 1四7 二 力
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/BFEAD273B805A16F83DF5A6C908E54E5, 推动情节
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/2BE0AA392F092450BA7D1542E904D5DF, c只b
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/CD23553B8ABC45D9D7A134DECC664DB3, 好雨知时节
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/9C725CFDCF7919A5284CA8FBEB896ACD, 卧龙
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/6173532E92647F7774E76491E77685D0, OCR识别失败
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/07/31/CF3ED104856D4E34E5A60BDAF65BB821, 丁
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/AD798B62B4D8C819CDE09983195AD989, 周恩来
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/41680D5B43785C038A2877EF82156C7C, 星汉灿烂
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/242836FA9276582395987AE7B7C74A45, 通“僵" 僵硬
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/01EC54F4534089D170999CD1E572E0DA, 刨
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/A5C1CBCC9B397B857120B71FD6653FCE, 象形
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/626A1F72C7DC9442ABBDD177E5D42AF1, 东坡
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/A556BF17828B5996E8F6F00B64DBF860, 嗅觉形容 视觉
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/F66CC3BC6EF48745D02070F366F7A059, 照片中未检测到文本
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/02B28971D94C02A5C1595D24E8873CD2, L号
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/72B9237DBE74D7288BAF29680C0D9E55, B
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/5975B3A6EF4A6FADF60E9E1D7037B04C, 〈仿徨)
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/655C7FDD2A71864EAA6BABFE08960AFF, 下安
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/1945EC1E320DB4CA18D399C0E26061E9, 神态描写
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/07F3DBC551A04AEB5BF1002F16123E98, dài
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/179B547BDBAE0A185BB69430452B4DC0, 展新
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/2634E2A1A2938AC69F3D83ADCEADA852, 社会环境描写
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/676FDB139BB05EAF89596C12438836DB, 虽然 i
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/51990B797C41E0FD3D3125C9523EB471, 我本来带着兴致而来 现在兴致没了，又何 必见戴安道呢！
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/E609E555CE833E96570733F93D60D444, 步频 业
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/A013E9533CE107ABFC0B7E91D8D9B91F, 东皋薄暮望 徙倚欲何依
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/FD60DCA314F61279E839FDC510E62367, rue
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/B4E5B6C70473302D5C3E4BF95EBA4F52, 医王网
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/E8C89E3FE4FC206956ADE028B014E2FD, ub
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/9E0ABF68C67DB219649178304DE48269, 用视觉形容听觉
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/B474CC27574CF57CB18D776A804E567D, 私自
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/6B6B1108FB88841F167A2B0CDAF9A3B9, 不但他干的活计 速度快，而且他干的活 计质量好。
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/0E5666673D25CEE3AB4C9317E11C1DC7, 动作描写、外貌描写
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/00E95889ED1AB28D8940CE4996B229D8, OCR识别失败
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/982EBCEDBE00BF94531626BEECF56D70, 位
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/F5B2140A93F766EC9B076236538F810D, 照片中未检测到文本
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/5F72ED31679480B560F8ABD6A2B2D954, 论据
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/FFD6E3E62B8EBDC6F1E02CCBC9C65BA2, 惭形容用 做同
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/31CBCC97789227AB70B09D77C3DA66F6, OCR识别失败
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/03B124CD34F863D117702E04FCB62C7F, 照片中未检测到文本
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/673644D32A55CB36D2FFF1ABF421202C, 顺余又
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/B8FB5BCDF6293684CFD1BB79B2CC8675, 沉舟侧畔、万点有 帆
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/098EB7A0985AA3541CC738280DAB82C5, 明
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/F4724B724B1F588F865311C9140264CB, 快速
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/700BE81C86A35D8FCCE5BF7798ADA55B, 空路青 山外
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/645BE27EA1839E787C030B7FF76210EB, 文学
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/8D42575C451A2BF62B3F8DCC79B0D451, 十’
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/DF49249563AA55716F8F13FA40D57A40, 以观沦 海
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/04BEBC326A85081500C65645CEDA9A7E, 诗三百
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/733E0E800AB6E68BC5005AFB772477AA, 二 五
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/4C88953CB68038D6CAB920BADB6D3177, 客路青山外
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/B57C04ACB81A163EAAEFE16ECACFD986, 攻击
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/687077E526C66B868549782C89919180, Xing
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/88BCF10FD29C3653ABE11E0A50360358, 长
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/0CCE188344D605122FA703A10C8AA48C, 铁冠道人杀坡 6居士
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/EDF8FB184D09EA1DCA12472D43CD99F0, 神态、动作指
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/07/31/DC97ED678A867057E7ACC8B2BD6F7844, 披，穿着
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/CE44DEA48CF965C0362A80EB58062639, 照片中未检测到文本
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/5CCC02A1C695F38F2E18073290F63828, 米 卜锋
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/1BEFA20E18BB1F47DD754F82A1D393E4, 图画
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/4F0DD7E7B1BD7548F38B83541D56CDC6, 眼
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/1324885DFD283E5EDBFB467F8786998A, 体，名词作状语
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/4FFB1757577C91895DEE179F579A22C1, 语言描写
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/35EA934278F5B86B22F13DD1E7FD4BFF, 会当凌绝顶 一览众山小
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/983F6F48C779EFA88F5384C90D978B86, B
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/6EAEAC58EC0CBCC77BCC402422D60F28, 前倾
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/BA61E2C2DAA6BD592C58E551A239494B, 神态
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/C478BC40C796A21B230F53D89F031814, 起兆
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/C658FAA9B5B22E65D1C87E3A1D99B0B6, 停止/仅只
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/86C3A1BBCF6268D486F59BCB8F9AB3EB, 中心
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/7F98785D6455B6CCD0279469435808BE, 虎
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/192BEFF9E80C60ACCDC4D9A487C19F3A, ap
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/EC4934810B3A22A059834B03FE9D663A, Xuan
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/0838EA57B0A20741ED86C3056E09D026, 拟人
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/4C06A2FADE3FF19F83B8FBA84517A6AE, OCR识别失败
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/2D57B0A5F8ED8B5A227334580C8CA097, 动作描写
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/DF8A12510162CACE109516E32094EC30, 西陵峡 )
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/22DB5DB68FA5CA331AD1CC0794E9220E, 比喻
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/70525686AA3EA5BB2C97D1C92DE8A34A, 时间顺序
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/EC471274A3ED97F413950F1F433A8550, 深化旨 1升华 旨
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/3BAEC2EF7F15414D15DD1CE78D56FF5E, 林 人力 土 丁A
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/4F38C4AA2C8E9A45A944B369ADC4498D, 子美
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/1FFDD2E67DF63EEE6174D60DE0B9E5B3, 即刻
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/07/31/C628085F0C22C22779DE93411F7239F7, 贵校
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/B160FEA2FFA85EB96E8D8B65469F463E, 枯藤老树昏鸦，
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/A139CB168DAAB2676303914A8DBE7563, 蹬
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/09D0CE927E136C254662485B85D120BA, 闻道龙标过五溪
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/E59121DD1C9155E3FE085326B580C330, 欧阳修
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/BCDF65CD8E7FE080A2DAA6206265C728, 开门见山
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/CE0DBB6C872F9E93E2076491D9132290, 数作名
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/02/7C00054EA617EE2352BB5F82CF114C5C, 人声鼎沸
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/0391825440D868B08F07237AA5B5A7D8, cdhiāi
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/920EE24D8C9AF547265B5757095801B7, 海生残夜
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/A111C3158F89786AA85D65B16225AD28, 初诗文三大家
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/04/7A2F6E19513A7BD7F73DD611B9D3CF2F, 柏亚 t为
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/07/31/D1C5EE0D9A3B1A8D09C17BC695394E38, 马骋
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/B02E054364440C7F587E819026D22A39, 搜神记
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/06/3CAE9F47EFC86B4481ED926B9647E4DF, 苏洵 f
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/03/E5A9356D1A6FD942710E7947B8DD116A, 会当凌绝顶， 一览众山小，
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/05/F81AE86118C35AFC4755886FD7E553BC, 怜
https://npad-static-cdn.xdf.cn/material/static/ai/answer/2023/08/01/7A3D1FC0F04C0841A0413DFCCE1A0F87, 五彩缤纷
